Null display is "<null>".
     rental_date     |         title         
---------------------+-----------------------
 2005-08-23 18:43:31 | OCTOBER SUBMARINE
 EDGE KISSING                |     4
 HAMLET WISDOM               |     4
 SIDE ARK                    |     4
 STEERS ARMAGEDDON           |     4
 HOOK CHARIOTS               |     4
 MONTEREY LABYRINTH          |     4
 WHALE BIKINI                |     4
 PAST SUICIDES               |     4
 CROW GREASE                 |     4
 TOOTSIE PILOT               |     4
 ARTIST COLDBLOODED          |     4
 SASSY PACKER                |     4
 BORN SPINAL                 |     4
 DEEP CRUSADE                |     4
 SPIKING ELEMENT             |     4
 BEDAZZLED MARRIED           |     4
 BLINDNESS GUN               |     4
 GREEDY ROOTS                |     4
 LIBERTY MAGNIFICENT         |     4
 ANONYMOUS HUMAN             |     4
 WEST LION                   |     4
 PERSONAL LADYBUGS           |     4
 SILVERADO GOLDFINGER        |     4
 MAJESTIC FLOATS             |     4
 IDENTITY LOVER              |     4
 PEACH INNOCENT              |     4
 SATURN NAME                 |     4
 VIETNAM SMOOCHY             |     4
 FERRIS MOTHER               |     4
 IMAGE PRINCESS              |     5
 MOULIN WAKE                 |     5
 PATRIOT ROMAN               |     5
 KICK SAVANNAH               |     5
 MOTHER OLEANDER             |     5
 SLEUTH ORIENT               |     5
 NEMO CAMPUS                 |     5
 ANNIE IDENTITY              |     5
 WAR NOTTING                 |     5
 GRADUATE LORD               |     5
 SLEEPLESS MONSOON           |     5
 INTERVIEW LIAISONS          |     5
 CHICKEN HELLFIGHTERS        |     5
 WIZARD COLDBLOODED          |     5
 JEDI BENEATH                |     5
 CLUB GRAFFITI               |     5
 SATISFACTION CONFIDENTIAL   |     5
 FLINTSTONES HAPPINESS       |     5
 HOLOCAUST HIGHBALL          |     5
 GRINCH MASSAGE              |     5
 JAWS HARRY                  |     5
 TOURIST PELICAN             |     5
 SIERRA DIVIDE               |     5
 RESURRECTION SILVERADO      |     5
 PRIDE ALAMO                 |     5
 JACKET FRISCO               |     5
 BLUES INSTINCT              |     5
 CHEAPER CLYDE               |     5
 NOVOCAINE FLIGHT            |     5
 SLEEPY JAPANESE             |     5
 BAREFOOT MANCHURIAN         |     5
 CASABLANCA SUPER            |     5
 MILLION ACE                 |     5
 DESTINY SATURDAY            |     5
 EXORCIST STING              |     5
 MUSIC BOONDOCK              |     5
 COLDBLOODED DARLING         |     5
 LOVELY JINGLE               |     5
 MERMAID INSECTS             |     5
 INSIDER ARIZONA             |     5
 EYES DRIVING                |     5
 HOPE TOOTSIE                |     5
 DRIVER ANNIE                |     5
 SOMETHING DUCK              |     5
 VARSITY TRIP                |     5
 SEATTLE EXPECATIONS         |     5
 COAST RAINBOW               |     5
 PURE RUNNER                 |     5
 OPEN AFRICAN                |     5
 DIRTY ACE                   |     5
 CLONES PINOCCHIO            |     5
 ROCKY WAR                   |     5
 CORE SUIT                   |     5
 REUNION WITCHES             |     5
 DAY UNFAITHFUL              |     5
 OUTBREAK DIVINE             |     5
 ROOTS REMEMBER              |     5
 JERICHO MULAN               |     5
 TAXI KICK                   |     5
 POTTER CONNECTICUT          |     5
 CONFUSED CANDLES            |     5
 GORGEOUS BINGO              |     5
 WEEKEND PERSONAL            |     5
 BREAKFAST GOLDFINGER        |     5
 SWEDEN SHINING              |     5
 NEWTON LABYRINTH            |     5
 NORTHWEST POLISH            |     5
 WORKER TARZAN               |     5
 MARS ROMAN                  |     5
 WORST BANGER                |     5
 HUMAN GRAFFITI              |     5
 ENOUGH RAGING               |     5
 CLEOPATRA DEVIL             |     5
 POSEIDON FOREVER            |     5
 WASH HEAVENLY               |     5
 LAWRENCE LOVE               |     5
 LOUISIANA HARRY             |     5
 WATERFRONT DELIVERANCE      |     5
 FRENCH HOLIDAY              |     5
 BAKED CLEOPATRA             |     5
 GROUNDHOG UNCUT             |     5
 MANCHURIAN CURTAIN          |     5
 BEAR GRACELAND              |     5
 EASY GLADIATOR              |     5
 SUMMER SCARFACE             |     5
 KISSING DOLLS               |     5
 BIRCH ANTITRUST             |     5
 INSTINCT AIRPORT            |     5
 JOON NORTHWEST              |     5
 GHOST GROUNDHOG             |     5
 CHICAGO NORTH               |     5
 ZOOLANDER FICTION           |     5
 DETAILS PACKER              |     5
 GREEK EVERYONE              |     5
 HEAVEN FREEDOM              |     5
 CHARIOTS CONSPIRACY         |     5
 DOOM DANCING                |     5
 BANGER PINOCCHIO            |     5
 MIDNIGHT WESTWARD           |     5
 PATIENT SISTER              |     5
 EXPECATIONS NATURAL         |     5
 IGBY MAKER                  |     5
 EGYPT TENENBAUMS            |     5
 ANACONDA CONFESSIONS        |     5
 ATTACKS HATE                |     5
 MISSION ZOOLANDER           |     5
 PAYCHECK WAIT               |     5
 TRAMP OTHERS                |     5
 SPINAL ROCKY                |     5
 WILLOW TRACY                |     5
 TOMATOES HELLFIGHTERS       |     5
 BULL SHAWSHANK              |     5
 PEAK FOREVER                |     5
 ROXANNE REBEL               |     5
 UNFORGIVEN ZOOLANDER        |     5
 UNBREAKABLE KARATE          |     5
 ROUGE SQUAD                 |     5
 SILENCE KANE                |     5
 FURY MURDER                 |     5
 SECRET GROUNDHOG            |     5
 VIRGIN DAISY                |     5
 REAP UNFAITHFUL             |     5
 MOURNING PURPLE             |     5
 CONFESSIONS MAGUIRE         |     5
 WATCH TRACY                 |     5
 IDAHO LOVE                  |     5
 SAGEBRUSH CLUELESS          |     5
 GABLES METROPOLIS           |     5
 HOLES BRANNIGAN             |     5
 ALABAMA DEVIL               |     5
 TUXEDO MILE                 |     5
 DARN FORRESTER              |     5
 GROOVE FICTION              |     5
 UNITED PILOT                |     5
 AIRPLANE SIERRA             |     5
 DRAGONFLY STRANGERS         |     5
 EARRING INSTINCT            |     6
 LADY STAGE                  |     6
 JUMPING WRATH               |     6
 HIGHBALL POTTER             |     6
 CHAINSAW UPTOWN             |     6
 STAGECOACH ARMAGEDDON       |     6
 BROOKLYN DESERT             |     6
 MOVIE SHAKESPEARE           |     6
 REMEMBER DIARY              |     6
 BERETS AGENT                |     6
 INDEPENDENCE HOTEL          |     6
 FLYING HOOK                 |     6
 HANDICAP BOONDOCK           |     6
 DAWN POND                   |     6
 WEDDING APOLLO              |     6
 ORIENT CLOSER               |     6
 TROOPERS METAL              |     6
 AMADEUS HOLY                |     6
 SALUTE APOLLO               |     6
 BALLOON HOMEWARD            |     6
 SONS INTERVIEW              |     6
 HAUNTING PIANIST            |     6
 FREDDY STORM                |     6
 PREJUDICE OLEANDER          |     6
 QUEEN LUKE                  |     6
 POND SEATTLE                |     6
 HONEY TIES                  |     6
 SECRETS PARADISE            |     6
 BLADE POLISH                |     6
 BOULEVARD MOB               |     6
 JEKYLL FROGMEN              |     6
 HALL CASSIDY                |     6
 LOLA AGENT                  |     6
 ROAD ROXANNE                |     6
 CANDIDATE PERDITION         |     6
 INSECTS STONE               |     6
 DIVIDE MONSTER              |     6
 ENCINO ELF                  |     6
 GUN BONNIE                  |     6
 WIND PHANTOM                |     6
 OUTFIELD MASSACRE           |     6
 AMERICAN CIRCUS             |     6
 WORKING MICROCOSMOS         |     6
 AGENT TRUMAN                |     6
 HOURS RAGE                  |     6
 SHAKESPEARE SADDLE          |     6
 WHISPERER GIANT             |     6
 EAGLES PANKY                |     6
 CIDER DESIRE                |     6
 FANTASY TROOPERS            |     6
 HORN WORKING                |     6
 ROCK INSTINCT               |     6
 FELLOWSHIP AUTUMN           |     6
 MINE TITANS                 |     6
 HARPER DYING                |     6
 OUTLAW HANKY                |     6
 DISCIPLE MOTHER             |     6
 CHRISTMAS MOONSHINE         |     6
 MOONSHINE CABIN             |     6
 TRUMAN CRAZY                |     6
 CREATURES SHAKESPEARE       |     6
 SHAWSHANK BUBBLE            |     6
 SINNERS ATLANTIS            |     6
 MIDSUMMER GROUNDHOG         |     6
 PINOCCHIO SIMON             |     6
 HELLFIGHTERS SIERRA         |     6
 EXCITEMENT EVE              |     6
 BIRDS PERDITION             |     6
 FLATLINERS KILLER           |     6
 THIEF PELICAN               |     6
 STRAIGHT HOURS              |     6
 CONVERSATION DOWNHILL       |     6
 FARGO GANDHI                |     6
 ALIEN CENTER                |     6
 DESERT POSEIDON             |     6
 ROMAN PUNK                  |     6
 VOICE PEACH                 |     6
 PACKER MADIGAN              |     6
 WAIT CIDER                  |     6
 ANGELS LIFE                 |     6
 PACIFIC AMISTAD             |     6
 VANISHING ROCKY             |     6
 POLLOCK DELIVERANCE         |     6
 SHOW LORD                   |     6
 VELVET TERMINATOR           |     6
 FIGHT JAWBREAKER            |     6
 HYDE DOCTOR                 |     6
 EMPIRE MALKOVICH            |     6
 NEIGHBORS CHARADE           |     6
 GALAXY SWEETHEARTS          |     6
 MASKED BUBBLE               |     6
 MURDER ANTITRUST            |     6
 SCARFACE BANG               |     6
 BADMAN DAWN                 |     6
 BILL OTHERS                 |     6
 INDIAN LOVE                 |     6
 SECRETARY ROUGE             |     6
 TROJAN TOMORROW             |     6
 PERFECT GROOVE              |     6
 ATTRACTION NEWTON           |     6
 ROOM ROMAN                  |     6
 YENTL IDAHO                 |     6
 JET NEIGHBORS               |     6
 BROTHERHOOD BLANKET         |     6
 DOORS PRESIDENT             |     6
 MUSKETEERS WAIT             |     6
 WOLVES DESIRE               |     6
 PANTHER REDS                |     6
 LIAISONS SWEET              |     6
 CANYON STOCK                |     6
 FOOL MOCKINGBIRD            |     6
 CELEBRITY HORN              |     6
 NAME DETECTIVE              |     6
 CHASING FIGHT               |     6
 ALTER VICTORY               |     6
 HOMICIDE PEACH              |     6
 ENCOUNTERS CURTAIN          |     6
 VOLCANO TEXAS               |     6
 HIGH ENCINO                 |     6
 HOUSE DYNAMITE              |     6
 LION UNCUT                  |     6
 COLOR PHILADELPHIA          |     6
 TROUBLE DATE                |     6
 ESCAPE METROPOLIS           |     6
 SUNDANCE INVASION           |     6
 OTHERS SOUP                 |     6
 LEAGUE HELLFIGHTERS         |     6
 KWAI HOMEWARD               |     6
 BEAUTY GREASE               |     6
 CONGENIALITY QUEST          |     6
 SEA VIRGIN                  |     6
 SUIT WALLS                  |     6
 GUNFIGHT MOON               |     6
 BORROWERS BEDAZZLED         |     6
 SPICE SORORITY              |     6
 ALONE TRIP                  |     6
 DRIFTER COMMANDMENTS        |     6
 WARDROBE PHANTOM            |     6
 OZ LIAISONS                 |     6
 CHOCOLAT HARRY              |     6
 CAROL TEXAS                 |     6
 SMOKING BARBARELLA          |     6
 SUGAR WONKA                 |     6
 DRIVING POLISH              |     6
 CENTER DINOSAUR             |     6
 DREAM PICKUP                |     6
 NATIONAL STORY              |     6
 PARADISE SABRINA            |     6
 FORREST SONS                |     6
 LEBOWSKI SOLDIERS           |     6
 PIRATES ROXANNE             |     6
 HUNCHBACK IMPOSSIBLE        |     6
 MUMMY CREATURES             |     6
 CANDLES GRAPES              |     6
 RACER EGG                   |     6
 DALMATIONS SWEDEN           |     6
 MADNESS ATTACKS             |     6
 FIDELITY DEVIL              |     6
 BRINGING HYSTERICAL         |     6
 METAL ARMAGEDDON            |     6
 LUST LOCK                   |     6
 FEUD FROGMEN                |     6
 GO PURPLE                   |     6
 VACATION BOONDOCK           |     6
 MAIDEN HOME                 |     6
 PHILADELPHIA WIFE           |     6
 CROOKED FROGMEN             |     6
 QUEST MUSSOLINI             |     6
 WONKA SEA                   |     6
 HILLS NEIGHBORS             |     6
 CAUSE DATE                  |     6
 REQUIEM TYCOON              |     6
 RAGE GAMES                  |     6
 SUNRISE LEAGUE              |     6
 SHANGHAI TYCOON             |     6
 GENTLEMEN STAGE             |     6
 FALCON VOLUME               |     6
 INCH JET                    |     6
 BRIDE INTRIGUE              |     6
 BARBARELLA STREETCAR        |     6
 KARATE MOON                 |     6
 COMMAND DARLING             |     6
 GASLIGHT CRUSADE            |     6
 GREASE YOUTH                |     6
 FANTASIA PARK               |     6
 SLACKER LIAISONS            |     6
 DRACULA CRYSTAL             |     6
 AMISTAD MIDSUMMER           |     7
 VOYAGE LEGALLY              |     7
 ISLAND EXORCIST             |     7
 GOLDMINE TYCOON             |     7
 CONTACT ANONYMOUS           |     7
 STORY SIDE                  |     7
 HEAD STRANGER               |     7
 TOMORROW HUSTLER            |     7
 HANKY OCTOBER               |     7
 CHILL LUCK                  |     7
 ARMAGEDDON LOST             |     7
 SUSPECTS QUILLS             |     7
 CLASH FREDDY                |     7
 ICE CROSSING                |     7
 CLOSER BANG                 |     7
 SHOOTIST SUPERFLY           |     7
 ARACHNOPHOBIA ROLLERCOASTER |     7
 SPLENDOR PATTON             |     7
 ALADDIN CALENDAR            |     7
 DETECTIVE VISION            |     7
 ALASKA PHANTOM              |     7
 PRINCESS GIANT              |     7
 REDEMPTION COMFORTS         |     7
 TELEGRAPH VOYAGE            |     7
 REIGN GENTLEMEN             |     7
 RIVER OUTLAW                |     7
 GRAPES FURY                 |     7
 MALTESE HOPE                |     7
 INTRIGUE WORST              |     7
 DOUBLE WRATH                |     7
 FATAL HAUNTED               |     7
 DURHAM PANKY                |     7
 DOWNHILL ENOUGH             |     7
 OSCAR GOLD                  |     7
 ATLANTIS CAUSE              |     7
 FICTION CHRISTMAS           |     7
 SHEPHERD MIDSUMMER          |     7
 WOMEN DORADO                |     7
 SCORPION APOLLO             |     7
 JERK PAYCHECK               |     7
 HEARTBREAKERS BRIGHT        |     7
 CARRIE BUNCH                |     7
 DECEIVER BETRAYED           |     7
 WRONG BEHAVIOR              |     7
 CAMELOT VACATION            |     7
 CAMPUS REMEMBER             |     7
 TIMBERLAND SKY              |     7
 MINDS TRUMAN                |     7
 MONEY HAROLD                |     7
 POCUS PULP                  |     7
 EARTH VISION                |     7
 MALKOVICH PET               |     7
 SLUMS DUCK                  |     7
 STRICTLY SCARFACE           |     7
 STRANGELOVE DESIRE          |     7
 AFFAIR PREJUDICE            |     7
 WESTWARD SEABISCUIT         |     7
 BASIC EASY                  |     7
 SNOWMAN ROLLERCOASTER       |     7
 CAPER MOTIONS               |     7
 CLUELESS BUCKET             |     7
 PELICAN COMFORTS            |     7
 FORRESTER COMANCHEROS       |     7
 CHANCE RESURRECTION         |     7
 FLAMINGOS CONNECTICUT       |     7
 TITANIC BOONDOCK            |     7
 SNATCH SLIPPER              |     7
 ALAMO VIDEOTAPE             |     7
 EGG IGBY                    |     7
 HALF OUTFIELD               |     7
 PIANIST OUTFIELD            |     7
 TRACY CIDER                 |     7
 ENEMY ODDS                  |     7
 SLEEPING SUSPECTS           |     7
 PATTON INTERVIEW            |     7
 SABRINA MIDNIGHT            |     7
 ORANGE GRAPES               |     7
 UNDEFEATED DALMATIONS       |     7
 TIGHTS DAWN                 |     7
 HURRICANE AFFAIR            |     7
 STAR OPERATION              |     7
 WONDERLAND CHRISTMAS        |     7
 TALENTED HOMICIDE           |     7
 STEEL SANTA                 |     7
 VIDEOTAPE ARSENIC           |     7
 BLACKOUT PRIVATE            |     7
 MASSACRE USUAL              |     7
 JASON TRAP                  |     7
 SOUTH WAIT                  |     7
 INTENTIONS EMPIRE           |     7
 DISTURBING SCARFACE         |     7
 ARIZONA BANG                |     7
 GOLDFINGER SENSIBILITY      |     7
 FIREBALL PHILADELPHIA       |     7
 NIGHTMARE CHILL             |     7
 ROBBERS JOON                |     7
 DORADO NOTTING              |     7
 MALLRATS UNITED             |     7
 GRAFFITI LOVE               |     7
 FISH OPUS                   |     7
 STEPMOM DREAM               |     7
 TRADING PINOCCHIO           |     7
 SUN CONFESSIONS             |     7
 CONEHEADS SMOOCHY           |     7
 NONE SPIKING                |     7
 CALENDAR GUNFIGHT           |     7
 GANGS PRIDE                 |     7
 ENGLISH BULWORTH            |     7
 EFFECT GLADIATOR            |     7
 SAMURAI LION                |     7
 LIES TREATMENT              |     7
 COMA HEAD                   |     7
 WITCHES PANIC               |     7
 IDOLS SNATCHERS             |     7
 KNOCK WARLOCK               |     7
 RANGE MOONWALKER            |     7
 ACADEMY DINOSAUR            |     8
 APACHE DIVINE               |     8
 RUSH GOODFELLAS             |     8
 VIRGINIAN PLUTO             |     8
 LOSE INCH                   |     8
 SHOCK CABIN                 |     8
 SPY MILE                    |     8
 OPERATION OPERATION         |     8
 HORROR REIGN                |     8
 NETWORK PEAK                |     8
 SEABISCUIT PUNK             |     8
 FROST HEAD                  |     8
 TRIP NEWTON                 |     8
 GARDEN ISLAND               |     8
 DINOSAUR SECRETARY          |     8
 BUCKET BROTHERHOOD          |     8
 GREATEST NORTH              |     8
 GOODFELLAS SALUTE           |     8
 STREETCAR INTENTIONS        |     8
 ZORRO ARK                   |     8
 DANCING FEVER               |     8
 FAMILY SWEET                |     8
 LOATHING LEGALLY            |     8
 CROSSROADS CASUALTIES       |     8
 TORQUE BOUND                |     8
 STORM HAPPINESS             |     8
 SATURDAY LAMBS              |     8
 GRIT CLOCKWORK              |     8
 GILMORE BOILED              |     8
 DOGMA FAMILY                |     8
 CURTAIN VIDEOTAPE           |     8
 MARRIED GO                  |     8
 BUTTERFLY CHOCOLAT          |     8
 HOBBIT ALIEN                |     8
 BOOGIE AMELIE               |     8
 PULP BEVERLY                |     8
 JUGGLER HARDLY              |     8
 RUGRATS SHAKESPEARE         |     8
 METROPOLIS COMA             |     8
 BINGO TALENTED              |     8
 HEAVYWEIGHTS BEAST          |     8
 CAT CONEHEADS               |     8
 MOCKINGBIRD HOLLYWOOD       |     8
 WIFE TURN                   |     8
 TITANS JERK                 |     8
 EXPENDABLE STALLION         |     8
 PRIMARY GLASS               |     8
 DYNAMITE TARZAN             |     8
 BEVERLY OUTLAW              |     8
 INNOCENT USUAL              |     8
 ROSES TREASURE              |     8
 HUSTLER PARTY               |     8
 SWEETHEARTS SUSPECTS        |     8
 FORWARD TEMPLE              |     8
 HARRY IDAHO                 |     8
 SCALAWAG DUCK               |     8
 PITY BOUND                  |     8
 STING PERSONAL              |     8
 DEER VIRGINIAN              |     8
 MUSCLE BRIGHT               |     8
 BOUND CHEAPER               |     8
 RIDGEMONT SUBMARINE         |     8
 ROCKETEER MOTHER            |     8
 GLEAMING JAWBREAKER         |     8
 SWARM GOLD                  |     8
 GIANT TROOPERS              |     8
 TELEMARK HEARTBREAKERS      |     8
 MOON BUNCH                  |     8
 CONFIDENTIAL INTERVIEW      |     8
 KISS GLORY                  |     8
 CUPBOARD SINNERS            |     8
 INVASION CYCLONE            |     8
(1000 rows)

 customer_id | num_rented 
-------------+------------
         130 |          1
         222 |          1
         239 |          1
         269 |          1
         333 |          1
         408 |          1
         459 |          1
         549 |          1
           1 |          0
           2 |          0
           3 |          0
           4 |          0
           5 |          0
           6 |          0
           7 |          0
           8 |          0
           9 |          0
          10 |          0
          11 |          0
          12 |          0
          13 |          0
          14 |          0
          15 |          0
          16 |          0
          17 |          0
          18 |          0
          19 |          0
          20 |          0
          21 |          0
          22 |          0
          23 |          0
          24 |          0
          25 |          0
          26 |          0
          27 |          0
          28 |          0
          29 |          0
          30 |          0
          31 |          0
          32 |          0
          33 |          0
          34 |          0
          35 |          0
          36 |          0
          37 |          0
          38 |          0
          39 |          0
          40 |          0
          41 |          0
          42 |          0
          43 |          0
          44 |          0
          45 |          0
          46 |          0
          47 |          0
          48 |          0
          49 |          0
          50 |          0
          51 |          0
          52 |          0
          53 |          0
          54 |          0
          55 |          0
          56 |          0
          57 |          0
          58 |          0
          59 |          0
          60 |          0
          61 |          0
          62 |          0
          63 |          0
          64 |          0
          65 |          0
          66 |          0
          67 |          0
          68 |          0
          69 |          0
          70 |          0
          71 |          0
          72 |          0
          73 |          0
          74 |          0
          75 |          0
          76 |          0
          77 |          0
          78 |          0
          79 |          0
          80 |          0
          81 |          0
          82 |          0
          83 |          0
          84 |          0
          85 |          0
          86 |          0
          87 |          0
          88 |          0
          89 |          0
          90 |          0
          91 |          0
          92 |          0
          93 |          0
          94 |          0
          95 |          0
          96 |          0
          97 |          0
          98 |          0
          99 |          0
         100 |          0
         101 |          0
         102 |          0
         103 |          0
         104 |          0
         105 |          0
         106 |          0
         107 |          0
         108 |          0
         109 |          0
         110 |          0
         111 |          0
         112 |          0
         113 |          0
         114 |          0
         115 |          0
         116 |          0
         117 |          0
         118 |          0
         119 |          0
         120 |          0
         121 |          0
         122 |          0
         123 |          0
         124 |          0
         125 |          0
         126 |          0
         127 |          0
         128 |          0
         129 |          0
         131 |          0
         132 |          0
         133 |          0
         134 |          0
         135 |          0
         136 |          0
         137 |          0
         138 |          0
         139 |          0
         140 |          0
         141 |          0
         142 |          0
         143 |          0
         144 |          0
         145 |          0
         146 |          0
         147 |          0
         148 |          0
         149 |          0
         150 |          0
         151 |          0
         152 |          0
         153 |          0
         154 |          0
         155 |          0
         156 |          0
         157 |          0
         158 |          0
         159 |          0
         160 |          0
         161 |          0
         162 |          0
         163 |          0
         164 |          0
         165 |          0
         166 |          0
         167 |          0
         168 |          0
         169 |          0
         170 |          0
         171 |          0
         172 |          0
         173 |          0
         174 |          0
         175 |          0
         176 |          0
         177 |          0
         178 |          0
         179 |          0
         180 |          0
         181 |          0
         182 |          0
         183 |          0
         184 |          0
         185 |          0
         186 |          0
         187 |          0
         188 |          0
         189 |          0
         190 |          0
         191 |          0
         192 |          0
         193 |          0
         194 |          0
         195 |          0
         196 |          0
         197 |          0
         198 |          0
         199 |          0
         200 |          0
         201 |          0
         202 |          0
         203 |          0
         204 |          0
         205 |          0
         206 |          0
         207 |          0
         208 |          0
         209 |          0
         210 |          0
         211 |          0
         212 |          0
         213 |          0
         214 |          0
         215 |          0
         216 |          0
         217 |          0
         218 |          0
         219 |          0
         220 |          0
         221 |          0
         223 |          0
         224 |          0
         225 |          0
         226 |          0
         227 |          0
         228 |          0
         229 |          0
         230 |          0
         231 |          0
         232 |          0
         233 |          0
         234 |          0
         235 |          0
         236 |          0
         237 |          0
         238 |          0
         240 |          0
         241 |          0
         242 |          0
         243 |          0
         244 |          0
         245 |          0
         246 |          0
         247 |          0
         248 |          0
         249 |          0
         250 |          0
         251 |          0
         252 |          0
         253 |          0
         254 |          0
         255 |          0
         256 |          0
         257 |          0
         258 |          0
         259 |          0
         260 |          0
         261 |          0
         262 |          0
         263 |          0
         264 |          0
         265 |          0
         266 |          0
         267 |          0
         268 |          0
         270 |          0
         271 |          0
         272 |          0
         273 |          0
         274 |          0
         275 |          0
         276 |          0
         277 |          0
         278 |          0
         279 |          0
         280 |          0
         281 |          0
         282 |          0
         283 |          0
         284 |          0
         285 |          0
         286 |          0
         287 |          0
         288 |          0
         289 |          0
         290 |          0
         291 |          0
         292 |          0
         293 |          0
         294 |          0
         295 |          0
         296 |          0
         297 |          0
         298 |          0
         299 |          0
         300 |          0
         301 |          0
         302 |          0
         303 |          0
         304 |          0
         305 |          0
         306 |          0
         307 |          0
         308 |          0
         309 |          0
         310 |          0
         311 |          0
         312 |          0
         313 |          0
         314 |          0
         315 |          0
         316 |          0
         317 |          0
         318 |          0
         319 |          0
         320 |          0
         321 |          0
         322 |          0
         323 |          0
         324 |          0
         325 |          0
         326 |          0
         327 |          0
         328 |          0
         329 |          0
         330 |          0
         331 |          0
         332 |          0
         334 |          0
         335 |          0
         336 |          0
         337 |          0
         338 |          0
         339 |          0
         340 |          0
         341 |          0
         342 |          0
         343 |          0
         344 |          0
         345 |          0
         346 |          0
         347 |          0
         348 |          0
         349 |          0
         350 |          0
         351 |          0
         352 |          0
         353 |          0
         354 |          0
         355 |          0
         356 |          0
         357 |          0
         358 |          0
         359 |          0
         360 |          0
         361 |          0
         362 |          0
         363 |          0
         364 |          0
         365 |          0
         366 |          0
         367 |          0
         368 |          0
         369 |          0
         370 |          0
         371 |          0
         372 |          0
         373 |          0
         374 |          0
         375 |          0
         376 |          0
         377 |          0
         378 |          0
         379 |          0
         380 |          0
         381 |          0
         382 |          0
         383 |          0
         384 |          0
         385 |          0
         386 |          0
         387 |          0
         388 |          0
         389 |          0
         390 |          0
         391 |          0
         392 |          0
         393 |          0
         394 |          0
         395 |          0
         396 |          0
         397 |          0
         398 |          0
         399 |          0
         400 |          0
         401 |          0
         402 |          0
         403 |          0
         404 |          0
         405 |          0
         406 |          0
         407 |          0
         409 |          0
         410 |          0
         411 |          0
         412 |          0
         413 |          0
         414 |          0
         415 |          0
         416 |          0
         417 |          0
         418 |          0
         419 |          0
         420 |          0
         421 |          0
         422 |          0
         423 |          0
         424 |          0
         425 |          0
         426 |          0
         427 |          0
         428 |          0
         429 |          0
         430 |          0
         431 |          0
         432 |          0
         433 |          0
         434 |          0
         435 |          0
         436 |          0
         437 |          0
         438 |          0
         439 |          0
         440 |          0
         441 |          0
         442 |          0
         443 |          0
         444 |          0
         445 |          0
         446 |          0
         447 |          0
         448 |          0
         449 |          0
         450 |          0
         451 |          0
         452 |          0
         453 |          0
         454 |          0
         455 |          0
         456 |          0
         457 |          0
         458 |          0
         460 |          0
         461 |          0
         462 |          0
         463 |          0
         464 |          0
         465 |          0
         466 |          0
         467 |          0
         468 |          0
         469 |          0
         470 |          0
         471 |          0
         472 |          0
         473 |          0
         474 |          0
         475 |          0
         476 |          0
         477 |          0
         478 |          0
         479 |          0
         480 |          0
         481 |          0
         482 |          0
         483 |          0
         484 |          0
         485 |          0
         486 |          0
         487 |          0
         488 |          0
         489 |          0
         490 |          0
         491 |          0
         492 |          0
         493 |          0
         494 |          0
         495 |          0
         496 |          0
         497 |          0
         498 |          0
         499 |          0
         500 |          0
         501 |          0
         502 |          0
         503 |          0
         504 |          0
         505 |          0
         506 |          0
         507 |          0
         508 |          0
         509 |          0
         510 |          0
         511 |          0
         512 |          0
         513 |          0
         514 |          0
         515 |          0
         516 |          0
         517 |          0
         518 |          0
         519 |          0
         520 |          0
         521 |          0
         522 |          0
         523 |          0
         524 |          0
         525 |          0
         526 |          0
         527 |          0
         528 |          0
         529 |          0
         530 |          0
         531 |          0
         532 |          0
         533 |          0
         534 |          0
         535 |          0
         536 |          0
         537 |          0
         538 |          0
         539 |          0
         540 |          0
         541 |          0
         542 |          0
         543 |          0
         544 |          0
         545 |          0
         546 |          0
         547 |          0
         548 |          0
         550 |          0
         551 |          0
         552 |          0
         553 |          0
         554 |          0
         555 |          0
         556 |          0
         557 |          0
         558 |          0
         559 |          0
         560 |          0
         561 |          0
         562 |          0
         563 |          0
         564 |          0
         565 |          0
         566 |          0
         567 |          0
         568 |          0
         569 |          0
         570 |          0
         571 |          0
         572 |          0
         573 |          0
         574 |          0
         575 |          0
         576 |          0
         577 |          0
         578 |          0
         579 |          0
         580 |          0
         581 |          0
         582 |          0
         583 |          0
         584 |          0
         585 |          0
         586 |          0
         587 |          0
         588 |          0
         589 |          0
         590 |          0
         591 |          0
         592 |          0
         593 |          0
         594 |          0
         595 |          0
         596 |          0
         597 |          0
         598 |          0
         599 |          0
(599 rows)

 film_id | store_id | stock 
---------+----------+-------
     352 |        1 |     0
     474 |        1 |     0
     223 |        1 |     0
     642 |        1 |     0
     493 |        1 |     0
     230 |        2 |     0
     974 |        2 |     0
     826 |        1 |     0
     125 |        1 |     0
     297 |        1 |     0
     761 |        1 |     0
     703 |        1 |     0
     969 |        2 |     0
     927 |        2 |     0
     510 |        2 |     0
     128 |        1 |     0
      38 |        1 |     0
     561 |        2 |     0
     343 |        2 |     0
     990 |        1 |     0
     477 |        1 |     0
     661 |        2 |     0
     178 |        2 |     0
     617 |        2 |     0
     221 |        1 |     0
     217 |        1 |     0
     674 |        2 |     0
     454 |        2 |     0
     955 |        1 |     0
     394 |        2 |     0
     909 |        2 |     0
     310 |        2 |     0
     954 |        2 |     0
     196 |        2 |     0
     658 |        1 |     0
     355 |        1 |     0
     593 |        1 |     0
     495 |        2 |     0
     291 |        2 |     0
     752 |        1 |     0
     819 |        2 |     0
     513 |        1 |     0
      40 |        1 |     0
     671 |        2 |     0
     413 |        2 |     0
      60 |        2 |     0
     400 |        2 |     0
     278 |        2 |     0
